ProdutoID;Produtos;Subcategoria;Categoria;VendalD;Data;ProdutoID;Quantidade;Receita;Custo;Lucro;Regiao;Vendedor;Tipo Perda;Valor Perda;Status da Venda
67;Hidratante Corporal;Beleza;Beleza;84;24/03/2015;67;6;R$ 25.428,00;R$ 15.256,80;R$ 10.171,20;Norte;Paula;Sem perda;R$ 0,00;Com Perda
15;Smart TV TCL 43;TVs;Eletrônicos;84;21/09/2023;15;9;R$ 31.203,00;R$ 17.161,65;R$ 14.041,35;Nordeste;Fernanda;Cancelamento;R$ 279,00;Com Perda
59;Camiseta Básica;Roupas;Roupas;43;20/10/2016;59;5;R$ 9.320,00;R$ 5.964,80;R$ 3.355,20;Centro-Oeste;Carla;Desconto;R$ 244,00;Com Perda
1;iPhone 13;Smartphones;Eletrônicos;71;27/09/2021;1;6;R$ 7.098,00;R$ 4.542,72;R$ 2.555,28;Sul;Maria;Cancelamento;R$ 375,00;Com Perda
54;Sapato Social Masculino;Calçados;Calçados;43;15/01/2024;54;7;R$ 21.959,00;R$ 12.736,22;R$ 9.222,78;Sul;Maria;Devolução;R$ 96,00;Com Perda
95;Switch de Rede;Informática;Informática;92;16/04/2019;95;6;R$ 16.566,00;R$ 8.779,98;R$ 7.786,02;Norte;Juliana;Desconto;R$ 273,00;Com Perda
80;Óleo de Motor;Automotivo;Automotivo;42;09/07/2025;80;2;R$ 228,00;R$ 150,48;R$ 77,52;Sul;Maria;Desconto;R$ 297,00;Com Perda
100;Porta Cartão de Couro;Acessórios;Informática;52;04/07/2024;100;7;R$ 31.094,00;R$ 21.143,92;R$ 9.950,08;Sul;Lucas;Sem perda;R$ 0,00;Com Perda
10;Motorola G200;Smartphones;Eletrônicos;44;22/12/2017;10;10;R$ 46.770,00;R$ 31.803,60;R$ 14.966,40;Centro-Oeste;Carla;Devolução;R$ 360,00;Com Perda
6;Samsung Galaxy S23;Smartphones;Eletrônicos;10;20/02/2017;6;9;R$ 38.601,00;R$ 24.318,63;R$ 14.282,37;Sudeste;Pedro;Sem perda;R$ 0,00;Com Perda
7;Xiaomi Redmi Note 11;Smartphones;Eletrônicos;28;27/02/2017;7;7;R$ 23.814,00;R$ 19.051,20;R$ 4.762,80;Norte;Marcos;Cancelamento;R$ 461,00;Com Perda
30;Webcam Full HD;Acessórios;Informática;56;12/04/2024;30;2;R$ 1.810,00;R$ 1.176,50;R$ 633,50;Sudeste;Pedro;Sem perda;R$ 0,00;Com Perda
56;Chinelo Havaianas;Calçados;Calçados;65;25/07/2015;56;2;R$ 8.366,00;R$ 6.023,52;R$ 2.342,48;Sudeste;Pedro;Desconto;R$ 115,00;Com Perda
65;Perfume Feminino;Beleza;Beleza;43;16/04/2025;65;10;R$ 31.330,00;R$ 24.437,40;R$ 6.892,60;Sul;Maria;Devolução;R$ 255,00;Com Perda
89;Impressora HP;Informática;Informática;80;16/08/2020;89;9;R$ 40.158,00;R$ 29.315,34;R$ 10.842,66;Sudeste;Pedro;Sem perda;R$ 0,00;Com Perda
23;Mouse Logitech;Acessórios;Informática;70;14/12/2017;23;6;R$ 26.148,00;R$ 17.780,64;R$ 8.367,36;Norte;Marcos;Desconto;R$ 430,00;Com Perda
22;MacBook Pro;Notebooks;Informática;72;01/01/2015;22;3;R$ 2.376,00;R$ 1.805,76;R$ 570,24;Norte;Marcos;Cancelamento;R$ 446,00;Com Perda
73;Halter 5kg;Esportes;Esportes;25;15/05/2015;73;5;R$ 16.235,00;R$ 9.741,00;R$ 6.494,00;Norte;Juliana;Sem perda;R$ 0,00;Com Perda
14;Smart TV Samsung 55;TVs;Eletrônicos;69;18/07/2020;14;3;R$ 1.737,00;R$ 1.198,53;R$ 538,47;Sul;Maria;Cancelamento;R$ 164,00;Com Perda
53;Tênis Puma;Calçados;Calçados;51;19/09/2018;53;8;R$ 29.360,00;R$ 19.377,60;R$ 9.982,40;Norte;Juliana;Devolução;R$ 102,00;Com Perda
43;Sofá 3 Lugares;Móveis;Casa;57;13/02/2020;43;4;R$ 5.368,00;R$ 4.240,72;R$ 1.127,28;Sul;Bruno;Devolução;R$ 452,00;Com Perda
36;Air Fryer Mondial;Eletrodomésticos;Casa;54;04/01/2025;36;1;R$ 1.155,00;R$ 877,80;R$ 277,20;Norte;Paula;Sem perda;R$ 0,00;Com Perda
64;Perfume Masculino;Beleza;Beleza;24;27/04/2021;64;8;R$ 16.136,00;R$ 8.552,08;R$ 7.583,92;Nordeste;Fernanda;Sem perda;R$ 0,00;Com Perda
19;Notebook Lenovo IdeaPad;Notebooks;Informática;94;14/07/2023;19;1;R$ 4.754,00;R$ 2.804,86;R$ 1.949,14;Sul;Maria;Desconto;R$ 171,00;Com Perda
33;Geladeira Samsung;Eletrodomésticos;Casa;54;16/06/2022;33;3;R$ 300,00;R$ 198,00;R$ 102,00;Sul;Maria;Desconto;R$ 314,00;Com Perda
75;Esteira Elétrica;Esportes;Esportes;2;26/10/2020;75;8;R$ 23.072,00;R$ 14.073,92;R$ 8.998,08;Centro-Oeste;Diego;Cancelamento;R$ 165,00;Com Perda
60;Jaqueta Jeans;Roupas;Roupas;98;28/02/2018;60;5;R$ 15.900,00;R$ 9.381,00;R$ 6.519,00;Sudeste;Ana;Cancelamento;R$ 454,00;Com Perda
94;Roteador Wi-Fi;Informática;Informática;13;27/09/2024;94;3;R$ 5.373,00;R$ 3.331,26;R$ 2.041,74;Norte;Juliana;Cancelamento;R$ 249,00;Com Perda
27;Headset Gamer HyperX;Acessórios;Informática;54;05/03/2016;27;10;R$ 15.600,00;R$ 12.168,00;R$ 3.432,00;Nordeste;Carlos;Desconto;R$ 364,00;Com Perda
44;Mesa de Jantar 4 lugares;Móveis;Casa;87;21/04/2016;44;2;R$ 5.616,00;R$ 3.369,60;R$ 2.246,40;Nordeste;Rafael;Cancelamento;R$ 113,00;Com Perda
11;Smart TV LG 43;TVs;Eletrônicos;34;22/03/2025;11;2;R$ 9.318,00;R$ 5.590,80;R$ 3.727,20;Sul;Bruno;Devolução;R$ 292,00;Com Perda
21;MacBook Air;Notebooks;Informática;11;12/07/2025;21;4;R$ 9.760,00;R$ 6.441,60;R$ 3.318,40;Nordeste;Rafael;Desconto;R$ 267,00;Com Perda
31;Geladeira Brastemp;Eletrodomésticos;Casa;47;05/08/2015;31;3;R$ 12.327,00;R$ 8.012,55;R$ 4.314,45;Centro-Oeste;Carla;Sem perda;R$ 0,00;Com Perda
96;HD Externo 1TB;Informática;Informática;37;16/10/2020;96;6;R$ 10.164,00;R$ 5.996,76;R$ 4.167,24;Norte;Juliana;Desconto;R$ 151,00;Com Perda
66;Creme Facial;Beleza;Beleza;95;12/05/2024;66;2;R$ 8.050,00;R$ 4.025,00;R$ 4.025,00;Norte;Marcos;Cancelamento;R$ 143,00;Com Perda
27;Headset Gamer HyperX;Acessórios;Informática;45;19/10/2015;27;1;R$ 4.167,00;R$ 2.958,57;R$ 1.208,43;Sudeste;Pedro;Sem perda;R$ 0,00;Com Perda
60;Jaqueta Jeans;Roupas;Roupas;58;01/07/2021;60;10;R$ 19.410,00;R$ 13.587,00;R$ 5.823,00;Sul;Maria;Desconto;R$ 339,00;Com Perda
33;Geladeira Samsung;Eletrodomésticos;Casa;37;20/01/2019;33;7;R$ 13.384,00;R$ 7.361,20;R$ 6.022,80;Sudeste;Ana;Cancelamento;R$ 262,00;Com Perda
25;Teclado Mecânico Redragon;Acessórios;Informática;75;12/06/2019;25;7;R$ 5.565,00;R$ 4.396,35;R$ 1.168,65;Norte;Juliana;Sem perda;R$ 0,00;Com Perda
34;Microondas Panasonic;Eletrodomésticos;Casa;48;16/07/2018;34;10;R$ 36.580,00;R$ 27.069,20;R$ 9.510,80;Sudeste;Ana;Cancelamento;R$ 133,00;Com Perda
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;76;09/10/2018;41;2;R$ 4.338,00;R$ 2.169,00;R$ 2.169,00;Norte;Juliana;Desconto;R$ 229,00;Com Perda
62;Vestido Casual;Roupas;Roupas;91;04/12/2017;62;1;R$ 1.434,00;R$ 932,10;R$ 501,90;Norte;Juliana;Devolução;R$ 444,00;Com Perda
31;Geladeira Brastemp;Eletrodomésticos;Casa;49;15/12/2024;31;3;R$ 2.430,00;R$ 1.652,40;R$ 777,60;Centro-Oeste;André;Desconto;R$ 79,00;Com Perda
83;Caderno Universitário;Papelaria;Papelaria;21;10/08/2025;83;7;R$ 9.177,00;R$ 4.772,04;R$ 4.404,96;Sul;Maria;Sem perda;R$ 0,00;Com Perda
84;Caderno Espiral;Papelaria;Papelaria;83;09/03/2016;84;5;R$ 16.715,00;R$ 8.524,65;R$ 8.190,35;Centro-Oeste;Carla;Desconto;R$ 303,00;Com Perda
73;Halter 5kg;Esportes;Esportes;88;08/11/2016;73;8;R$ 20.608,00;R$ 15.043,84;R$ 5.564,16;Centro-Oeste;Carla;Devolução;R$ 428,00;Com Perda
91;Scanner Epson;Informática;Informática;95;14/02/2019;91;9;R$ 16.200,00;R$ 10.044,00;R$ 6.156,00;Sul;Bruno;Devolução;R$ 63,00;Com Perda
81;Bateria Automotiva;Automotivo;Automotivo;59;23/09/2016;81;2;R$ 7.612,00;R$ 4.795,56;R$ 2.816,44;Norte;Marcos;Sem perda;R$ 0,00;Com Perda
3;iPhone 15;Smartphones;Eletrônicos;13;09/05/2020;3;2;R$ 1.824,00;R$ 1.440,96;R$ 383,04;Norte;Juliana;Desconto;R$ 414,00;Com Perda
33;Geladeira Samsung;Eletrodomésticos;Casa;26;17/02/2018;33;9;R$ 11.988,00;R$ 6.833,16;R$ 5.154,84;Norte;Juliana;Devolução;R$ 225,00;Com Perda
11;Smart TV LG 43;TVs;Eletrônicos;90;02/02/2019;11;7;R$ 7.749,00;R$ 5.966,73;R$ 1.782,27;Sul;Lucas;Desconto;R$ 232,00;Com Perda
19;Notebook Lenovo IdeaPad;Notebooks;Informática;72;09/01/2018;19;4;R$ 2.908,00;R$ 1.686,64;R$ 1.221,36;Norte;Marcos;Desconto;R$ 250,00;Com Perda
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;92;19/08/2015;41;6;R$ 19.986,00;R$ 14.589,78;R$ 5.396,22;Sul;Lucas;Cancelamento;R$ 94,00;Com Perda
100;Porta Cartão de Couro;Acessórios;Informática;79;02/12/2021;100;4;R$ 12.804,00;R$ 7.938,48;R$ 4.865,52;Nordeste;Rafael;Devolução;R$ 124,00;Com Perda
77;Pneu Aro 13;Automotivo;Automotivo;53;05/12/2021;77;5;R$ 16.165,00;R$ 9.052,40;R$ 7.112,60;Centro-Oeste;Carla;Desconto;R$ 183,00;Com Perda
71;Bola de Basquete;Esportes;Esportes;12;25/03/2015;71;8;R$ 29.768,00;R$ 20.242,24;R$ 9.525,76;Centro-Oeste;Carla;Sem perda;R$ 0,00;Com Perda
92;Monitor LG 24;Informática;Informática;100;11/11/2025;92;8;R$ 31.192,00;R$ 22.146,32;R$ 9.045,68;Sudeste;João;Devolução;R$ 229,00;Com Perda
30;Webcam Full HD;Acessórios;Informática;47;26/09/2024;30;10;R$ 12.020,00;R$ 7.933,20;R$ 4.086,80;Norte;Paula;Sem perda;R$ 0,00;Com Perda
51;Tênis Nike;Calçados;Calçados;7;03/01/2017;51;4;R$ 13.864,00;R$ 7.347,92;R$ 6.516,08;Norte;Marcos;Sem perda;R$ 0,00;Com Perda
22;MacBook Pro;Notebooks;Informática;21;09/01/2017;22;7;R$ 7.553,00;R$ 5.211,57;R$ 2.341,43;Nordeste;Fernanda;Desconto;R$ 409,00;Com Perda
56;Chinelo Havaianas;Calçados;Calçados;50;10/03/2016;56;6;R$ 3.636,00;R$ 2.763,36;R$ 872,64;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda
75;Esteira Elétrica;Esportes;Esportes;52;13/12/2016;75;10;R$ 6.470,00;R$ 3.687,90;R$ 2.782,10;Sul;Bruno;Cancelamento;R$ 439,00;Com Perda
15;Smart TV TCL 43;TVs;Eletrônicos;87;01/10/2018;15;3;R$ 13.668,00;R$ 10.524,36;R$ 3.143,64;Sudeste;João;Desconto;R$ 466,00;Com Perda
74;Halter 10kg;Esportes;Esportes;49;14/08/2021;74;10;R$ 48.180,00;R$ 34.207,80;R$ 13.972,20;Centro-Oeste;André;Sem perda;R$ 0,00;Com Perda
48;Guarda-Roupa Solteiro;Móveis;Casa;14;20/06/2020;48;9;R$ 27.414,00;R$ 21.382,92;R$ 6.031,08;Sudeste;Ana;Desconto;R$ 453,00;Com Perda
65;Perfume Feminino;Beleza;Beleza;70;11/08/2015;65;2;R$ 5.692,00;R$ 3.415,20;R$ 2.276,80;Nordeste;Carlos;Devolução;R$ 465,00;Com Perda
80;Óleo de Motor;Automotivo;Automotivo;42;09/10/2025;80;4;R$ 18.928,00;R$ 14.006,72;R$ 4.921,28;Sudeste;Pedro;Devolução;R$ 138,00;Com Perda
39;Fogão 5 bocas;Eletrodomésticos;Casa;86;03/03/2018;39;2;R$ 7.252,00;R$ 4.931,36;R$ 2.320,64;Sudeste;Pedro;Desconto;R$ 244,00;Com Perda
37;Air Fryer Philips;Eletrodomésticos;Casa;27;22/01/2020;37;4;R$ 19.856,00;R$ 13.899,20;R$ 5.956,80;Centro-Oeste;Diego;Devolução;R$ 437,00;Com Perda
22;MacBook Pro;Notebooks;Informática;49;09/12/2017;22;7;R$ 18.795,00;R$ 13.720,35;R$ 5.074,65;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda
30;Webcam Full HD;Acessórios;Informática;36;12/02/2024;30;10;R$ 43.820,00;R$ 31.550,40;R$ 12.269,60;Sul;Lucas;Sem perda;R$ 0,00;Com Perda
16;Smart TV Philips 50;TVs;Eletrônicos;74;18/10/2020;16;6;R$ 29.592,00;R$ 18.938,88;R$ 10.653,12;Sudeste;Ana;Desconto;R$ 146,00;Com Perda
51;Tênis Nike;Calçados;Calçados;17;11/05/2020;51;9;R$ 32.778,00;R$ 18.355,68;R$ 14.422,32;Norte;Paula;Desconto;R$ 408,00;Com Perda
40;Máquina de Lavar Brastemp;Eletrodomésticos;Casa;12;26/08/2016;40;4;R$ 13.596,00;R$ 8.429,52;R$ 5.166,48;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda
28;Headset Gamer Logitech;Acessórios;Informática;86;24/05/2022;28;7;R$ 32.774,00;R$ 24.580,50;R$ 8.193,50;Norte;Paula;Devolução;R$ 97,00;Com Perda
39;Fogão 5 bocas;Eletrodomésticos;Casa;86;08/02/2023;39;3;R$ 6.945,00;R$ 5.139,30;R$ 1.805,70;Nordeste;Rafael;Desconto;R$ 241,00;Com Perda
38;Fogão 4 bocas;Eletrodomésticos;Casa;83;27/09/2017;38;6;R$ 27.948,00;R$ 17.048,28;R$ 10.899,72;Nordeste;Fernanda;Desconto;R$ 126,00;Com Perda
98;Pen Drive 64GB;Informática;Informática;28;08/02/2020;98;10;R$ 49.610,00;R$ 26.293,30;R$ 23.316,70;Centro-Oeste;André;Desconto;R$ 448,00;Com Perda
57;Sandália Feminina;Calçados;Calçados;97;24/11/2017;57;9;R$ 22.554,00;R$ 17.592,12;R$ 4.961,88;Centro-Oeste;André;Cancelamento;R$ 109,00;Com Perda
15;Smart TV TCL 43;TVs;Eletrônicos;17;12/10/2018;15;9;R$ 8.019,00;R$ 4.089,69;R$ 3.929,31;Nordeste;Rafael;Devolução;R$ 144,00;Com Perda
95;Switch de Rede;Informática;Informática;3;05/11/2015;95;4;R$ 5.744,00;R$ 4.365,44;R$ 1.378,56;Sudeste;João;Devolução;R$ 440,00;Com Perda
8;Xiaomi Redmi Note 12;Smartphones;Eletrônicos;96;20/07/2022;8;2;R$ 5.604,00;R$ 3.754,68;R$ 1.849,32;Sul;Bruno;Sem perda;R$ 0,00;Com Perda
81;Bateria Automotiva;Automotivo;Automotivo;22;03/11/2021;81;8;R$ 15.536,00;R$ 12.118,08;R$ 3.417,92;Norte;Paula;Sem perda;R$ 0,00;Com Perda
38;Fogão 4 bocas;Eletrodomésticos;Casa;79;15/09/2024;38;7;R$ 22.043,00;R$ 11.682,79;R$ 10.360,21;Norte;Juliana;Cancelamento;R$ 268,00;Com Perda
6;Samsung Galaxy S23;Smartphones;Eletrônicos;84;25/10/2022;6;1;R$ 3.057,00;R$ 2.323,32;R$ 733,68;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda
83;Caderno Universitário;Papelaria;Papelaria;16;07/02/2024;83;1;R$ 1.496,00;R$ 1.092,08;R$ 403,92;Norte;Juliana;Cancelamento;R$ 286,00;Com Perda
54;Sapato Social Masculino;Calçados;Calçados;93;20/11/2021;54;4;R$ 6.008,00;R$ 4.626,16;R$ 1.381,84;Sudeste;João;Cancelamento;R$ 255,00;Com Perda
81;Bateria Automotiva;Automotivo;Automotivo;35;20/10/2015;81;10;R$ 43.860,00;R$ 28.509,00;R$ 15.351,00;Norte;Juliana;Sem perda;R$ 0,00;Com Perda
57;Sandália Feminina;Calçados;Calçados;60;05/10/2016;57;7;R$ 20.664,00;R$ 14.878,08;R$ 5.785,92;Centro-Oeste;Carla;Cancelamento;R$ 106,00;Com Perda
14;Smart TV Samsung 55;TVs;Eletrônicos;38;04/11/2017;14;9;R$ 11.709,00;R$ 8.547,57;R$ 3.161,43;Sudeste;João;Desconto;R$ 276,00;Com Perda
8;Xiaomi Redmi Note 12;Smartphones;Eletrônicos;51;01/01/2025;8;2;R$ 4.000,00;R$ 2.480,00;R$ 1.520,00;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda
38;Fogão 4 bocas;Eletrodomésticos;Casa;59;03/03/2024;38;10;R$ 25.000,00;R$ 18.000,00;R$ 7.000,00;Centro-Oeste;Carla;Sem perda;R$ 0,00;Com Perda
84;Caderno Espiral;Papelaria;Papelaria;58;06/12/2018;84;2;R$ 9.768,00;R$ 6.349,20;R$ 3.418,80;Sudeste;João;Desconto;R$ 128,00;Com Perda
95;Switch de Rede;Informática;Informática;81;28/04/2016;95;9;R$ 38.808,00;R$ 22.120,56;R$ 16.687,44;Norte;Marcos;Sem perda;R$ 0,00;Com Perda
83;Caderno Universitário;Papelaria;Papelaria;38;24/08/2016;83;7;R$ 19.908,00;R$ 11.148,48;R$ 8.759,52;Sudeste;Ana;Devolução;R$ 198,00;Com Perda
83;Caderno Universitário;Papelaria;Papelaria;91;21/07/2022;83;1;R$ 1.088,00;R$ 848,64;R$ 239,36;Sudeste;João;Cancelamento;R$ 355,00;Com Perda
36;Air Fryer Mondial;Eletrodomésticos;Casa;54;27/05/2015;36;9;R$ 32.688,00;R$ 17.324,64;R$ 15.363,36;Centro-Oeste;Diego;Devolução;R$ 297,00;Com Perda
12;Smart TV LG 50;TVs;Eletrônicos;83;25/04/2018;12;7;R$ 8.372,00;R$ 6.697,60;R$ 1.674,40;Sudeste;João;Sem perda;R$ 0,00;Com Perda
8;Xiaomi Redmi Note 12;Smartphones;Eletrônicos;29;02/05/2025;8;2;R$ 4.348,00;R$ 2.608,80;R$ 1.739,20;Sul;Bruno;Desconto;R$ 467,00;Com Perda
77;Pneu Aro 13;Automotivo;Automotivo;35;25/11/2017;77;7;R$ 714,00;R$ 492,66;R$ 221,34;Nordeste;Rafael;Cancelamento;R$ 287,00;Com Perda
44;Mesa de Jantar 4 lugares;Móveis;Casa;16;15/11/2020;44;4;R$ 2.384,00;R$ 1.382,72;R$ 1.001,28;Centro-Oeste;Carla;Cancelamento;R$ 222,00;Com Perda
19;Notebook Lenovo IdeaPad;Notebooks;Informática;96;10/04/2021;19;6;R$ 18.882,00;R$ 14.727,96;R$ 4.154,04;Sudeste;João;Cancelamento;R$ 321,00;Com Perda
31;Geladeira Brastemp;Eletrodomésticos;Casa;30;14/03/2019;31;6;R$ 18.366,00;R$ 11.019,60;R$ 7.346,40;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda
49;Cama Box Casal;Móveis;Casa;38;12/08/2021;49;1;R$ 1.538,00;R$ 1.153,50;R$ 384,50;Norte;Juliana;Cancelamento;R$ 255,00;Com Perda
15;Smart TV TCL 43;TVs;Eletrônicos;5;15/02/2017;15;7;R$ 34.965,00;R$ 22.377,60;R$ 12.587,40;Sul;Bruno;Desconto;R$ 496,00;Com Perda
68;Shampoo;Beleza;Beleza;82;20/02/2023;68;9;R$ 17.631,00;R$ 13.752,18;R$ 3.878,82;Nordeste;Fernanda;Cancelamento;R$ 151,00;Com Perda
57;Sandália Feminina;Calçados;Calçados;87;11/03/2023;57;5;R$ 3.980,00;R$ 2.945,20;R$ 1.034,80;Sul;Lucas;Desconto;R$ 370,00;Com Perda
99;Pen Drive 128GB;Informática;Informática;53;27/04/2020;99;9;R$ 43.650,00;R$ 30.118,50;R$ 13.531,50;Centro-Oeste;André;Devolução;R$ 146,00;Com Perda
61;Jaqueta de Couro;Roupas;Roupas;60;25/06/2020;61;2;R$ 2.052,00;R$ 1.518,48;R$ 533,52;Norte;Juliana;Sem perda;R$ 0,00;Com Perda
55;Sapato Social Feminino;Calçados;Calçados;61;14/11/2017;55;8;R$ 19.640,00;R$ 10.802,00;R$ 8.838,00;Norte;Marcos;Desconto;R$ 228,00;Com Perda
36;Air Fryer Mondial;Eletrodomésticos;Casa;71;18/03/2015;36;8;R$ 17.200,00;R$ 10.148,00;R$ 7.052,00;Sul;Lucas;Devolução;R$ 209,00;Com Perda
93;Monitor Samsung 27;Informática;Informática;8;11/11/2021;93;4;R$ 4.944,00;R$ 2.818,08;R$ 2.125,92;Sudeste;Pedro;Desconto;R$ 85,00;Com Perda
8;Xiaomi Redmi Note 12;Smartphones;Eletrônicos;95;03/04/2020;8;5;R$ 16.270,00;R$ 8.135,00;R$ 8.135,00;Nordeste;Fernanda;Desconto;R$ 246,00;Com Perda
56;Chinelo Havaianas;Calçados;Calçados;28;21/01/2021;56;9;R$ 6.858,00;R$ 4.046,22;R$ 2.811,78;Centro-Oeste;André;Sem perda;R$ 0,00;Com Perda
21;MacBook Air;Notebooks;Informática;5;01/01/2018;21;7;R$ 7.938,00;R$ 5.239,08;R$ 2.698,92;Norte;Juliana;Sem perda;R$ 0,00;Com Perda
53;Tênis Puma;Calçados;Calçados;11;27/08/2022;53;5;R$ 20.465,00;R$ 16.167,35;R$ 4.297,65;Sudeste;Ana;Desconto;R$ 473,00;Com Perda
65;Perfume Feminino;Beleza;Beleza;8;14/08/2025;65;5;R$ 15.130,00;R$ 10.288,40;R$ 4.841,60;Norte;Paula;Cancelamento;R$ 179,00;Com Perda
32;Geladeira Electrolux;Eletrodomésticos;Casa;68;13/05/2017;32;1;R$ 3.624,00;R$ 2.754,24;R$ 869,76;Sudeste;Ana;Cancelamento;R$ 216,00;Com Perda
61;Jaqueta de Couro;Roupas;Roupas;23;01/11/2024;61;8;R$ 33.672,00;R$ 20.876,64;R$ 12.795,36;Nordeste;Carlos;Desconto;R$ 143,00;Com Perda
33;Geladeira Samsung;Eletrodomésticos;Casa;72;22/04/2023;33;6;R$ 8.088,00;R$ 5.418,96;R$ 2.669,04;Norte;Marcos;Devolução;R$ 334,00;Com Perda
32;Geladeira Electrolux;Eletrodomésticos;Casa;42;03/11/2021;32;9;R$ 23.580,00;R$ 13.204,80;R$ 10.375,20;Norte;Juliana;Desconto;R$ 412,00;Com Perda
18;Notebook Dell XPS;Notebooks;Informática;60;20/07/2020;18;1;R$ 107,00;R$ 58,85;R$ 48,15;Sudeste;João;Desconto;R$ 144,00;Com Perda
81;Bateria Automotiva;Automotivo;Automotivo;61;26/09/2016;81;1;R$ 2.130,00;R$ 1.256,70;R$ 873,30;Nordeste;Carlos;Desconto;R$ 334,00;Com Perda
1;iPhone 13;Smartphones;Eletrônicos;79;18/11/2025;1;9;R$ 7.947,00;R$ 4.847,67;R$ 3.099,33;Norte;Juliana;Desconto;R$ 129,00;Com Perda
6;Samsung Galaxy S23;Smartphones;Eletrônicos;19;27/05/2021;6;1;R$ 850,00;R$ 663,00;R$ 187,00;Sul;Maria;Desconto;R$ 357,00;Com Perda
9;Motorola Edge 30;Smartphones;Eletrônicos;54;04/09/2016;9;2;R$ 2.876,00;R$ 2.013,20;R$ 862,80;Norte;Juliana;Devolução;R$ 171,00;Com Perda
63;Vestido Social;Roupas;Roupas;25;18/01/2019;63;8;R$ 32.760,00;R$ 26.208,00;R$ 6.552,00;Nordeste;Rafael;Cancelamento;R$ 329,00;Com Perda
26;Teclado Logitech;Acessórios;Informática;49;27/04/2017;26;6;R$ 11.562,00;R$ 7.515,30;R$ 4.046,70;Norte;Juliana;Cancelamento;R$ 73,00;Com Perda
32;Geladeira Electrolux;Eletrodomésticos;Casa;90;06/07/2019;32;3;R$ 14.409,00;R$ 9.654,03;R$ 4.754,97;Norte;Juliana;Desconto;R$ 335,00;Com Perda
59;Camiseta Básica;Roupas;Roupas;52;02/10/2025;59;7;R$ 22.190,00;R$ 13.314,00;R$ 8.876,00;Nordeste;Carlos;Cancelamento;R$ 447,00;Com Perda
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;14;15/08/2020;41;7;R$ 15.022,00;R$ 7.961,66;R$ 7.060,34;Sudeste;Pedro;Devolução;R$ 323,00;Com Perda
31;Geladeira Brastemp;Eletrodomésticos;Casa;7;03/10/2021;31;6;R$ 18.606,00;R$ 12.093,90;R$ 6.512,10;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda
7;Xiaomi Redmi Note 11;Smartphones;Eletrônicos;59;14/01/2024;7;1;R$ 1.517,00;R$ 1.213,60;R$ 303,40;Sul;Lucas;Cancelamento;R$ 202,00;Com Perda
30;Webcam Full HD;Acessórios;Informática;65;11/11/2025;30;7;R$ 7.721,00;R$ 3.860,50;R$ 3.860,50;Norte;Juliana;Devolução;R$ 487,00;Com Perda
87;Mochila Escolar;Papelaria;Papelaria;31;21/02/2018;87;1;R$ 1.820,00;R$ 1.110,20;R$ 709,80;Sudeste;Pedro;Devolução;R$ 388,00;Com Perda
32;Geladeira Electrolux;Eletrodomésticos;Casa;59;09/08/2016;32;1;R$ 3.452,00;R$ 2.416,40;R$ 1.035,60;Sudeste;Ana;Desconto;R$ 83,00;Com Perda
44;Mesa de Jantar 4 lugares;Móveis;Casa;100;28/12/2016;44;6;R$ 26.820,00;R$ 19.042,20;R$ 7.777,80;Nordeste;Fernanda;Desconto;R$ 289,00;Com Perda
70;Bola de Futebol;Esportes;Esportes;35;23/02/2017;70;9;R$ 25.740,00;R$ 14.929,20;R$ 10.810,80;Sul;Bruno;Devolução;R$ 247,00;Com Perda
45;Mesa de Jantar 6 lugares;Móveis;Casa;75;28/03/2016;45;7;R$ 2.961,00;R$ 2.102,31;R$ 858,69;Nordeste;Rafael;Cancelamento;R$ 243,00;Com Perda
6;Samsung Galaxy S23;Smartphones;Eletrônicos;16;03/12/2025;6;5;R$ 10.195,00;R$ 7.748,20;R$ 2.446,80;Nordeste;Carlos;Devolução;R$ 320,00;Com Perda
84;Caderno Espiral;Papelaria;Papelaria;35;07/02/2022;84;9;R$ 11.106,00;R$ 7.885,26;R$ 3.220,74;Nordeste;Carlos;Cancelamento;R$ 93,00;Com Perda
1;iPhone 13;Smartphones;Eletrônicos;2;04/11/2017;1;8;R$ 34.144,00;R$ 25.949,44;R$ 8.194,56;Sul;Bruno;Cancelamento;R$ 479,00;Com Perda
99;Pen Drive 128GB;Informática;Informática;8;06/01/2017;99;5;R$ 19.950,00;R$ 11.571,00;R$ 8.379,00;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda
25;Teclado Mecânico Redragon;Acessórios;Informática;99;28/06/2015;25;7;R$ 26.264,00;R$ 17.334,24;R$ 8.929,76;Norte;Paula;Cancelamento;R$ 220,00;Com Perda
